---------------------------------------------
                   Orthogonal Coordinates  
 No.     Label    xo [Å]   yo [Å]   zo [Å]   
 131567.  Zn58      1.5845   1.4288  -1.6032
 131572.  Zn58      1.6032   1.4288  -1.5845
 131598.  Zn58      1.5845   1.6032  -1.4288
 131605.  Zn58      1.6032   1.5845  -1.4288
 131612.  Zn58      1.4288   1.5845  -1.6032
 131647.  Zn59      0.7533   0.6880  -1.4911
 131661.  Zn59      1.4911   0.7533  -0.6880
 131676.  Zn59      0.6880   0.7533  -1.4911
 131690.  Zn59      1.4911   0.6880  -0.7533
 131699.  Zn59      0.6880   1.4911  -0.7533
 131704.  Zn59      0.7533   1.4911  -0.6880
 131748.  Zn6       1.3884   2.0452  -1.7682
 131749.  Zn6       2.0452   1.7682  -1.3884
 131753.  Zn6       1.7682   1.3884  -2.0452
 131773.  Zn6       2.0452   1.3884  -1.7682
 131778.  Zn6       1.7682   2.0452  -1.3884
 131780.  Zn6       1.3884   1.7682  -2.0452
 131812.  Zn61      2.2507   1.5502  -0.9993
 131813.  Zn61      1.5502   0.9993  -2.2507
 131814.  Zn61      0.9993   2.2507  -1.5502
 131821.  Zn61      1.5502   2.2507  -0.9993
 131822.  Zn61      0.9993   1.5502  -2.2507
 131823.  Zn61      2.2507   0.9993  -1.5502
 131906.  Zn62      1.1487   1.7152  -0.2864
 131913.  Zn62      0.2864   1.1487  -1.7152
 131915.  Zn62      1.7152   1.1487  -0.2864
 131920.  Zn62      0.2864   1.7152  -1.1487
 131923.  Zn62      1.7152   0.2864  -1.1487
 131928.  Zn62      1.1487   0.2864  -1.7152
 132001.  Zn63      0.6537   1.9114  -1.3386
 132008.  Zn63      1.3386   0.6537  -1.9114
 132010.  Zn63      1.9114   0.6537  -1.3386
 132018.  Zn63      1.3386   1.9114  -0.6537
 132021.  Zn63      1.9114   1.3386  -0.6537
 132023.  Zn63      0.6537   1.3386  -1.9114
 132099.  Zn64      0.2739   1.0179  -0.4483
 132103.  Zn64      0.4483   0.2739  -1.0179
 132108.  Zn64      1.0179   0.2739  -0.4483
 132113.  Zn64      0.4483   1.0179  -0.2739
 132116.  Zn64      1.0179   0.4483  -0.2739
 132118.  Zn64      0.2739   0.4483  -1.0179
 132228.  Zn66      0.8779   1.3168  -1.1985
 132229.  Zn66      1.3168   1.1985  -0.8779
 132233.  Zn66      1.1985   0.8779  -1.3168
 132253.  Zn66      1.3168   0.8779  -1.1985
 132258.  Zn66      1.1985   1.3168  -0.8779
 132260.  Zn66      0.8779   1.1985  -1.3168
 132318.  Zn67      1.0709   1.3697  -1.4413
 132338.  Zn67      1.4413   1.0709  -1.3697
 132343.  Zn67      1.3697   1.0709  -1.4413
 132360.  Zn67      1.4413   1.3697  -1.0709
 132367.  Zn67      1.3697   1.4413  -1.0709
 132383.  Zn67      1.0709   1.4413  -1.3697
 132409.  Zn68      0.9712   0.8405  -1.0148
 132432.  Zn68      1.0148   0.9712  -0.8405
 132438.  Zn68      0.8405   0.9712  -1.0148
 132461.  Zn68      1.0148   0.8405  -0.9712
 132470.  Zn68      0.8405   1.0148  -0.9712
 132475.  Zn68      0.9712   1.0148  -0.8405
 132512.  Zn69      1.4071   1.2701  -0.8965
 132523.  Zn69      0.8965   1.4071  -1.2701
 132539.  Zn69      1.2701   1.4071  -0.8965
 132553.  Zn69      0.8965   1.2701  -1.4071
 132564.  Zn69      1.2701   0.8965  -1.4071
 132570.  Zn69      1.4071   0.8965  -1.2701
 132606.  Zn7       0.8000   1.9861  -0.6288
 132626.  Zn7       0.6288   0.8000  -1.9861
 132631.  Zn7       1.9861   0.8000  -0.6288
 132648.  Zn7       0.6288   1.9861  -0.8000
 132655.  Zn7       1.9861   0.6288  -0.8000
 132671.  Zn7       0.8000   0.6288  -1.9861
 132707.  Zn71      0.9370   0.7845  -0.7035
 132711.  Zn71      0.7845   0.7035  -0.9370
 132712.  Zn71      0.7035   0.9370  -0.7845
 132734.  Zn71      0.7845   0.9370  -0.7035
 132736.  Zn71      0.7035   0.7845  -0.9370
 132741.  Zn71      0.9370   0.7035  -0.7845
 132796.  Zn72      1.4288   0.8343  -1.5191
 132819.  Zn72      1.5191   1.4288  -0.8343
 132825.  Zn72      0.8343   1.4288  -1.5191
 132839.  Zn72      1.5191   0.8343  -1.4288
 132848.  Zn72      0.8343   1.5191  -1.4288
 132862.  Zn72      1.4288   1.5191  -0.8343
 132890.  Zn73      1.2358   0.8872  -1.7121
 132910.  Zn73      1.7121   1.2358  -0.8872
 132917.  Zn73      0.8872   1.2358  -1.7121
 132940.  Zn73      1.7121   0.8872  -1.2358
 132951.  Zn73      0.8872   1.7121  -1.2358
 132957.  Zn73      1.2358   1.7121  -0.8872
 132993.  Zn74      1.2607   0.6942  -1.6032
 133004.  Zn74      1.6032   1.2607  -0.6942
 133018.  Zn74      0.6942   1.2607  -1.6032
 133035.  Zn74      1.6032   0.6942  -1.2607
 133042.  Zn74      0.6942   1.6032  -1.2607
 133049.  Zn74      1.2607   1.6032  -0.6942
 133090.  Zn76      1.2047   1.9923  -1.3946
 133094.  Zn76      1.9923   1.3946  -1.2047
 133098.  Zn76      1.3946   1.2047  -1.9923
 133119.  Zn76      1.9923   1.2047  -1.3946
 133121.  Zn76      1.3946   1.9923  -1.2047
 133123.  Zn76      1.2047   1.3946  -1.9923
 133181.  Zn77      0.9277   1.7433  -1.0024
 133201.  Zn77      1.0024   0.9277  -1.7433
 133208.  Zn77      1.7433   0.9277  -1.0024
 133222.  Zn77      1.0024   1.7433  -0.9277
 133233.  Zn77      1.7433   1.0024  -0.9277
 133248.  Zn77      0.9277   1.0024  -1.7433
 133275.  Zn78      0.3455   1.3884  -0.8747
 133295.  Zn78      0.8747   0.3455  -1.3884
 133300.  Zn78      1.3884   0.3455  -0.8747
 133326.  Zn78      0.8747   1.3884  -0.3455
 133333.  Zn78      1.3884   0.8747  -0.3455
 133340.  Zn78      0.3455   0.8747  -1.3884
 133375.  Zn79      0.8934   1.3759  -0.4794
 133389.  Zn79      0.4794   0.8934  -1.3759
 133404.  Zn79      1.3759   0.8934  -0.4794
 133418.  Zn79      0.4794   1.3759  -0.8934
 133427.  Zn79      1.3759   0.4794  -0.8934
 133432.  Zn79      0.8934   0.4794  -1.3759
 133465.  Zn8       0.3611   1.4631  -0.5728
 133488.  Zn8       0.5728   0.3611  -1.4631
 133494.  Zn8       1.4631   0.3611  -0.5728
 133517.  Zn8       0.5728   1.4631  -0.3611
 133526.  Zn8       1.4631   0.5728  -0.3611
 133531.  Zn8       0.3611   0.5728  -1.4631
 133540.  Zn81      1.1611   1.0242  -0.8000
 133541.  Zn81      1.0242   0.8000  -1.1611
 133542.  Zn81      0.8000   1.1611  -1.0242
 133549.  Zn81      1.0242   1.1611  -0.8000
 133550.  Zn81      0.8000   1.0242  -1.1611
 133551.  Zn81      1.1611   0.8000  -1.0242
 133634.  Zn82      1.5191   1.0335  -1.1393
 133641.  Zn82      1.1393   1.5191  -1.0335
 133643.  Zn82      1.0335   1.5191  -1.1393
 133648.  Zn82      1.1393   1.0335  -1.5191
 133651.  Zn82      1.0335   1.1393  -1.5191
 133656.  Zn82      1.5191   1.1393  -1.0335
 133729.  Zn83      1.2452   1.0677  -1.5969
 133736.  Zn83      1.5969   1.2452  -1.0677
 133738.  Zn83      1.0677   1.2452  -1.5969
 133746.  Zn83      1.5969   1.0677  -1.2452
 133749.  Zn83      1.0677   1.5969  -1.2452
 133751.  Zn83      1.2452   1.5969  -1.0677
 133827.  Zn84      1.0740   0.8156  -1.1736
 133831.  Zn84      1.1736   1.0740  -0.8156
 133836.  Zn84      0.8156   1.0740  -1.1736
 133841.  Zn84      1.1736   0.8156  -1.0740
 133844.  Zn84      0.8156   1.1736  -1.0740
 133846.  Zn84      1.0740   1.1736  -0.8156
 133956.  Zn86      0.5728   0.5977  -1.2452
 133957.  Zn86      0.5977   1.2452  -0.5728
 133961.  Zn86      1.2452   0.5728  -0.5977
 133981.  Zn86      0.5977   0.5728  -1.2452
 133986.  Zn86      1.2452   0.5977  -0.5728
 133988.  Zn86      0.5728   1.2452  -0.5977
 134046.  Zn87      0.8903   0.7098  -1.7090
 134066.  Zn87      1.7090   0.8903  -0.7098
 134071.  Zn87      0.7098   0.8903  -1.7090
 134088.  Zn87      1.7090   0.7098  -0.8903
 134095.  Zn87      0.7098   1.7090  -0.8903
 134111.  Zn87      0.8903   1.7090  -0.7098
 134137.  Zn88      1.5752   0.5603  -1.0024
 134160.  Zn88      1.0024   1.5752  -0.5603
 134166.  Zn88      0.5603   1.5752  -1.0024
 134189.  Zn88      1.0024   0.5603  -1.5752
 134198.  Zn88      0.5603   1.0024  -1.5752
 134203.  Zn88      1.5752   1.0024  -0.5603
 134240.  Zn89      1.7837   1.1985  -1.7495
 134251.  Zn89      1.7495   1.7837  -1.1985
 134267.  Zn89      1.1985   1.7837  -1.7495
 134281.  Zn89      1.7495   1.1985  -1.7837
 134292.  Zn89      1.1985   1.7495  -1.7837
 134298.  Zn89      1.7837   1.7495  -1.1985
 134336.  Zn9       0.8685   1.4693  -0.2148
 134347.  Zn9       0.2148   0.8685  -1.4693
 134363.  Zn9       1.4693   0.8685  -0.2148
 134377.  Zn9       0.2148   1.4693  -0.8685
 134388.  Zn9       1.4693   0.2148  -0.8685
 134394.  Zn9       0.8685   0.2148  -1.4693
 134435.  Zn91      1.2670   1.4849  -1.4320
 134439.  Zn91      1.4849   1.4320  -1.2670
 134440.  Zn91      1.4320   1.2670  -1.4849
 134462.  Zn91      1.4849   1.2670  -1.4320
 134464.  Zn91      1.4320   1.4849  -1.2670
 134469.  Zn91      1.2670   1.4320  -1.4849
 134524.  Zn92      0.6537   1.3510  -1.3074
 134547.  Zn92      1.3074   0.6537  -1.3510
 134553.  Zn92      1.3510   0.6537  -1.3074
 134567.  Zn92      1.3074   1.3510  -0.6537
 134576.  Zn92      1.3510   1.3074  -0.6537
 134590.  Zn92      0.6537   1.3074  -1.3510
 134618.  Zn93      0.7004   1.1269  -0.8063
 134638.  Zn93      0.8063   0.7004  -1.1269
 134645.  Zn93      1.1269   0.7004  -0.8063
 134668.  Zn93      0.8063   1.1269  -0.7004
 134679.  Zn93      1.1269   0.8063  -0.7004
 134685.  Zn93      0.7004   0.8063  -1.1269
 134721.  Zn94      1.0989   1.6467  -0.7845
 134732.  Zn94      0.7845   1.0989  -1.6467
 134746.  Zn94      1.6467   1.0989  -0.7845
 134763.  Zn94      0.7845   1.6467  -1.0989
 134770.  Zn94      1.6467   0.7845  -1.0989
 134777.  Zn94      1.0989   0.7845  -1.6467
 134818.  Zn96      1.3977   1.3074  -0.8592
 134822.  Zn96      1.3074   0.8592  -1.3977
 134826.  Zn96      0.8592   1.3977  -1.3074
 134847.  Zn96      1.3074   1.3977  -0.8592
 134849.  Zn96      0.8592   1.3074  -1.3977
 134851.  Zn96      1.3977   0.8592  -1.3074
 134909.  Zn97      1.6934   1.3821  -0.7471
 134929.  Zn97      0.7471   1.6934  -1.3821
 134936.  Zn97      1.3821   1.6934  -0.7471
 134950.  Zn97      0.7471   1.3821  -1.6934
 134961.  Zn97      1.3821   0.7471  -1.6934
 134976.  Zn97      1.6934   0.7471  -1.3821
 135003.  Zn98      1.0242   1.3323  -1.3853
 135023.  Zn98      1.3853   1.0242  -1.3323
 135028.  Zn98      1.3323   1.0242  -1.3853
 135054.  Zn98      1.3853   1.3323  -1.0242
 135061.  Zn98      1.3323   1.3853  -1.0242
 135068.  Zn98      1.0242   1.3853  -1.3323
 135103.  Zn99      1.0584   0.7378  -0.6444
 135117.  Zn99      0.6444   1.0584  -0.7378
 135132.  Zn99      0.7378   1.0584  -0.6444
 135146.  Zn99      0.6444   0.7378  -1.0584
 135155.  Zn99      0.7378   0.6444  -1.0584
 135160.  Zn99      1.0584   0.6444  -0.7378
 147466.  Zn1       1.4600  -1.4662   0.5479
 147467.  Zn1       1.4662  -0.5479   1.4600
 147468.  Zn1       0.5479  -1.4600   1.4662
 147475.  Zn1       1.4662  -1.4600   0.5479
 147476.  Zn1       0.5479  -1.4662   1.4600
 147477.  Zn1       1.4600  -0.5479   1.4662
 147562.  Zn101     0.8187  -1.4755   1.7183
 147563.  Zn101     1.4755  -1.7183   0.8187
 147564.  Zn101     1.7183  -0.8187   1.4755
 147571.  Zn101     1.4755  -0.8187   1.7183
 147572.  Zn101     1.7183  -1.4755   0.8187
 147573.  Zn101     0.8187  -1.7183   1.4755
 147651.  Zn102     1.6436  -0.5292   1.5565
 147653.  Zn102     1.5565  -0.5292   1.6436
 147656.  Zn102     0.5292  -1.5565   1.6436
 147661.  Zn102     1.5565  -1.6436   0.5292
 147666.  Zn102     0.5292  -1.6436   1.5565
 147670.  Zn102     1.6436  -1.5565   0.5292
 147746.  Zn103     0.6848  -0.5697   0.8063
 147748.  Zn103     0.8063  -0.5697   0.6848
 147751.  Zn103     0.5697  -0.8063   0.6848
 147759.  Zn103     0.8063  -0.6848   0.5697
 147761.  Zn103     0.5697  -0.6848   0.8063
 147768.  Zn103     0.6848  -0.8063   0.5697
 147841.  Zn104     0.7720  -1.5160   1.5783
 147846.  Zn104     1.5783  -1.5160   0.7720
 147849.  Zn104     1.5160  -1.5783   0.7720
 147854.  Zn104     1.5783  -0.7720   1.5160
 147856.  Zn104     1.5160  -0.7720   1.5783
 147863.  Zn104     0.7720  -1.5783   1.5160
 147990.  Zn106     1.4537  -1.6810   0.6942
 147991.  Zn106     1.6810  -0.6942   1.4537
 147995.  Zn106     0.6942  -1.4537   1.6810
 148015.  Zn106     1.6810  -1.4537   0.6942
 148020.  Zn106     0.6942  -1.6810   1.4537
 148022.  Zn106     1.4537  -0.6942   1.6810
 148064.  Zn107     0.7658  -1.7090   1.5876
 148069.  Zn107     1.5876  -1.7090   0.7658
 148080.  Zn107     1.7090  -1.5876   0.7658
 148093.  Zn107     1.5876  -0.7658   1.7090
 148109.  Zn107     1.7090  -0.7658   1.5876
 148122.  Zn107     0.7658  -1.5876   1.7090
 148158.  Zn108     1.3230  -0.7098   1.6094
 148164.  Zn108     1.6094  -0.7098   1.3230
 148171.  Zn108     0.7098  -1.6094   1.3230
 148196.  Zn108     1.6094  -1.3230   0.7098
 148201.  Zn108     0.7098  -1.3230   1.6094
 148223.  Zn108     1.3230  -1.6094   0.7098
 148249.  Zn109     0.5043  -0.9308   0.6101
 148265.  Zn109     0.6101  -0.9308   0.5043
 148274.  Zn109     0.9308  -0.6101   0.5043
 148290.  Zn109     0.6101  -0.5043   0.9308
 148296.  Zn109     0.9308  -0.5043   0.6101
 148315.  Zn109     0.5043  -0.6101   0.9308
 148373.  Zn11      0.6755  -1.7931   1.2701
 148377.  Zn11      1.7931  -1.2701   0.6755
 148378.  Zn11      1.2701  -0.6755   1.7931
 148400.  Zn11      1.7931  -0.6755   1.2701
 148402.  Zn11      1.2701  -1.7931   0.6755
 148407.  Zn11      0.6755  -1.2701   1.7931
 148469.  Zn111     1.2078  -1.8055   0.7627
 148473.  Zn111     1.8055  -0.7627   1.2078
 148474.  Zn111     0.7627  -1.2078   1.8055
 148496.  Zn111     1.8055  -1.2078   0.7627
 148498.  Zn111     0.7627  -1.8055   1.2078
 148503.  Zn111     1.2078  -0.7627   1.8055
 148545.  Zn112     0.8094  -1.6654   1.7619
 148551.  Zn112     1.7619  -1.6654   0.8094
 148558.  Zn112     1.6654  -1.7619   0.8094
 148574.  Zn112     1.7619  -0.8094   1.6654
 148588.  Zn112     1.6654  -0.8094   1.7619
 148601.  Zn112     0.8094  -1.7619   1.6654
 148636.  Zn113     1.5969  -0.5323   1.5160
 148643.  Zn113     1.5160  -0.5323   1.5969
 148652.  Zn113     0.5323  -1.5160   1.5969
 148677.  Zn113     1.5160  -1.5969   0.5323
 148683.  Zn113     0.5323  -1.5969   1.5160
 148702.  Zn113     1.5969  -1.5160   0.5323
 148730.  Zn114     0.5728  -0.7471   0.6350
 148744.  Zn114     0.6350  -0.7471   0.5728
 148755.  Zn114     0.7471  -0.6350   0.5728
 148768.  Zn114     0.6350  -0.5728   0.7471
 148775.  Zn114     0.7471  -0.5728   0.6350
 148797.  Zn114     0.5728  -0.6350   0.7471
 148852.  Zn116     1.3479  -1.2701   0.8747
 148856.  Zn116     1.2701  -0.8747   1.3479
 148860.  Zn116     0.8747  -1.3479   1.2701
 148881.  Zn116     1.2701  -1.3479   0.8747
 148883.  Zn116     0.8747  -1.2701   1.3479
 148885.  Zn116     1.3479  -0.8747   1.2701
 148927.  Zn117     0.9494  -1.3915   1.3635
 148934.  Zn117     1.3635  -1.3915   0.9494
 148943.  Zn117     1.3915  -1.3635   0.9494
 148959.  Zn117     1.3635  -0.9494   1.3915
 148974.  Zn117     1.3915  -0.9494   1.3635
 148984.  Zn117     0.9494  -1.3635   1.3915
 149021.  Zn118     1.4102  -0.9993   1.3790
 149026.  Zn118     1.3790  -0.9993   1.4102
 149037.  Zn118     0.9993  -1.3790   1.4102
 149059.  Zn118     1.3790  -1.4102   0.9993
 149066.  Zn118     0.9993  -1.4102   1.3790
 149088.  Zn118     1.4102  -1.3790   0.9993
 149115.  Zn119     1.0210  -1.0117   0.6662
 149130.  Zn119     0.6662  -1.0117   1.0210
 149137.  Zn119     1.0117  -0.6662   1.0210
 149153.  Zn119     0.6662  -1.0210   1.0117
 149158.  Zn119     1.0117  -1.0210   0.6662
 149180.  Zn119     1.0210  -0.6662   1.0117
 149217.  Zn12      1.6405  -1.0926   1.8678
 149223.  Zn12      1.8678  -1.0926   1.6405
 149230.  Zn12      1.0926  -1.8678   1.6405
 149246.  Zn12      1.8678  -1.6405   1.0926
 149260.  Zn12      1.0926  -1.6405   1.8678
 149273.  Zn12      1.6405  -1.8678   1.0926
 149290.  Zn121     1.0740  -1.8242   0.6133
 149291.  Zn121     1.8242  -0.6133   1.0740
 149292.  Zn121     0.6133  -1.0740   1.8242
 149299.  Zn121     1.8242  -1.0740   0.6133
 149300.  Zn121     0.6133  -1.8242   1.0740
 149301.  Zn121     1.0740  -0.6133   1.8242
 149379.  Zn122     1.2670  -1.6592   1.7713
 149381.  Zn122     1.7713  -1.6592   1.2670
 149384.  Zn122     1.6592  -1.7713   1.2670
 149389.  Zn122     1.7713  -1.2670   1.6592
 149394.  Zn122     1.6592  -1.2670   1.7713
 149398.  Zn122     1.2670  -1.7713   1.6592
 149474.  Zn123     1.8429  -0.3424   1.1456
 149476.  Zn123     1.1456  -0.3424   1.8429
 149479.  Zn123     0.3424  -1.1456   1.8429
 149487.  Zn123     1.1456  -1.8429   0.3424
 149489.  Zn123     0.3424  -1.8429   1.1456
 149496.  Zn123     1.8429  -1.1456   0.3424
 149569.  Zn124     0.4607  -0.9432   0.6880
 149574.  Zn124     0.6880  -0.9432   0.4607
 149577.  Zn124     0.9432  -0.6880   0.4607
 149582.  Zn124     0.6880  -0.4607   0.9432
 149584.  Zn124     0.9432  -0.4607   0.6880
 149591.  Zn124     0.4607  -0.6880   0.9432
 149718.  Zn126     1.0740  -1.2078   1.0864
 149719.  Zn126     1.2078  -1.0864   1.0740
 149723.  Zn126     1.0864  -1.0740   1.2078
 149743.  Zn126     1.2078  -1.0740   1.0864
 149748.  Zn126     1.0864  -1.2078   1.0740
 149750.  Zn126     1.0740  -1.0864   1.2078
 149792.  Zn127     1.0771  -1.3012   1.4724
 149797.  Zn127     1.4724  -1.3012   1.0771
 149808.  Zn127     1.3012  -1.4724   1.0771
 149821.  Zn127     1.4724  -1.0771   1.3012
 149837.  Zn127     1.3012  -1.0771   1.4724
 149850.  Zn127     1.0771  -1.4724   1.3012
 149886.  Zn128     1.4071  -0.9432   1.1020
 149892.  Zn128     1.1020  -0.9432   1.4071
 149899.  Zn128     0.9432  -1.1020   1.4071
 149924.  Zn128     1.1020  -1.4071   0.9432
 149929.  Zn128     0.9432  -1.4071   1.1020
 149951.  Zn128     1.4071  -1.1020   0.9432
 149977.  Zn129     0.9557  -1.2856   0.6973
 149993.  Zn129     0.6973  -1.2856   0.9557
 150002.  Zn129     1.2856  -0.6973   0.9557
 150018.  Zn129     0.6973  -0.9557   1.2856
 150024.  Zn129     1.2856  -0.9557   0.6973
 150043.  Zn129     0.9557  -0.6973   1.2856
 150076.  Zn13      1.1331  -0.3455   0.6164
 150083.  Zn13      0.6164  -0.3455   1.1331
 150092.  Zn13      0.3455  -0.6164   1.1331
 150117.  Zn13      0.6164  -1.1331   0.3455
 150123.  Zn13      0.3455  -1.1331   0.6164
 150142.  Zn13      1.1331  -0.6164   0.3455
 150197.  Zn131     1.0179  -1.0553   0.7409
 150201.  Zn131     1.0553  -0.7409   1.0179
 150202.  Zn131     0.7409  -1.0179   1.0553
 150224.  Zn131     1.0553  -1.0179   0.7409
 150226.  Zn131     0.7409  -1.0553   1.0179
 150231.  Zn131     1.0179  -0.7409   1.0553
 150273.  Zn132     1.2732  -1.4537   0.9526
 150279.  Zn132     0.9526  -1.4537   1.2732
 150286.  Zn132     1.4537  -0.9526   1.2732
 150302.  Zn132     0.9526  -1.2732   1.4537
 150316.  Zn132     1.4537  -1.2732   0.9526
 150329.  Zn132     1.2732  -0.9526   1.4537
 150364.  Zn133     1.2047  -1.4942   0.8249
 150371.  Zn133     0.8249  -1.4942   1.2047
 150380.  Zn133     1.4942  -0.8249   1.2047
 150405.  Zn133     0.8249  -1.2047   1.4942
 150411.  Zn133     1.4942  -1.2047   0.8249
 150430.  Zn133     1.2047  -0.8249   1.4942
 150458.  Zn134     1.1020  -1.3884   1.0646
 150472.  Zn134     1.0646  -1.3884   1.1020
 150483.  Zn134     1.3884  -1.0646   1.1020
 150496.  Zn134     1.0646  -1.1020   1.3884
 150503.  Zn134     1.3884  -1.1020   1.0646
 150525.  Zn134     1.1020  -1.0646   1.3884
 150580.  Zn136     0.8187  -1.3106   1.0709
 150584.  Zn136     1.3106  -1.0709   0.8187
 150588.  Zn136     1.0709  -0.8187   1.3106
 150609.  Zn136     1.3106  -0.8187   1.0709
 150611.  Zn136     1.0709  -1.3106   0.8187
 150613.  Zn136     0.8187  -1.0709   1.3106
 150655.  Zn137     1.6343  -1.1518   1.1207
 150662.  Zn137     1.1207  -1.1518   1.6343
 150671.  Zn137     1.1518  -1.1207   1.6343
 150687.  Zn137     1.1207  -1.6343   1.1518
 150702.  Zn137     1.1518  -1.6343   1.1207
 150712.  Zn137     1.6343  -1.1207   1.1518
 150749.  Zn138     1.0242  -1.0428   0.6226
 150754.  Zn138     0.6226  -1.0428   1.0242
 150765.  Zn138     1.0428  -0.6226   1.0242
 150787.  Zn138     0.6226  -1.0242   1.0428
 150794.  Zn138     1.0428  -1.0242   0.6226
 150816.  Zn138     1.0242  -0.6226   1.0428
 150843.  Zn139     0.9277  -1.3821   1.4693
 150858.  Zn139     1.4693  -1.3821   0.9277
 150865.  Zn139     1.3821  -1.4693   0.9277
 150881.  Zn139     1.4693  -0.9277   1.3821
 150886.  Zn139     1.3821  -0.9277   1.4693
 150908.  Zn139     0.9277  -1.4693   1.3821
 150938.  Zn14      0.5759  -1.5160   1.1269
 150952.  Zn14      1.1269  -1.5160   0.5759
 150963.  Zn14      1.5160  -1.1269   0.5759
 150976.  Zn14      1.1269  -0.5759   1.5160
 150983.  Zn14      1.5160  -0.5759   1.1269
 151005.  Zn14      0.5759  -1.1269   1.5160
 151018.  Zn141     1.1207  -1.4662   0.5074
 151019.  Zn141     1.4662  -0.5074   1.1207
 151020.  Zn141     0.5074  -1.1207   1.4662
 151027.  Zn141     1.4662  -1.1207   0.5074
 151028.  Zn141     0.5074  -1.4662   1.1207
 151029.  Zn141     1.1207  -0.5074   1.4662
 151107.  Zn142     1.2047  -1.8398   1.2576
 151109.  Zn142     1.2576  -1.8398   1.2047
 151112.  Zn142     1.8398  -1.2576   1.2047
 151117.  Zn142     1.2576  -1.2047   1.8398
 151122.  Zn142     1.8398  -1.2047   1.2576
 151126.  Zn142     1.2047  -1.2576   1.8398
 151202.  Zn143     1.8366  -0.7938   1.2358
 151204.  Zn143     1.2358  -0.7938   1.8366
 151207.  Zn143     0.7938  -1.2358   1.8366
 151215.  Zn143     1.2358  -1.8366   0.7938
 151217.  Zn143     0.7938  -1.8366   1.2358
 151224.  Zn143     1.8366  -1.2358   0.7938
 151297.  Zn144     0.8872  -0.9744   0.5354
 151302.  Zn144     0.5354  -0.9744   0.8872
 151305.  Zn144     0.9744  -0.5354   0.8872
 151310.  Zn144     0.5354  -0.8872   0.9744
 151312.  Zn144     0.9744  -0.8872   0.5354
 151319.  Zn144     0.8872  -0.5354   0.9744
 151446.  Zn146     1.4195  -1.4413   0.5666
 151447.  Zn146     1.4413  -0.5666   1.4195
 151451.  Zn146     0.5666  -1.4195   1.4413
 151471.  Zn146     1.4413  -1.4195   0.5666
 151476.  Zn146     0.5666  -1.4413   1.4195
 151478.  Zn146     1.4195  -0.5666   1.4413
 151520.  Zn147     0.8249  -1.7588   1.8833
 151525.  Zn147     1.8833  -1.7588   0.8249
 151536.  Zn147     1.7588  -1.8833   0.8249
 151549.  Zn147     1.8833  -0.8249   1.7588
 151565.  Zn147     1.7588  -0.8249   1.8833
 151578.  Zn147     0.8249  -1.8833   1.7588
 151614.  Zn148     1.7837  -0.7066   1.3168
 151620.  Zn148     1.3168  -0.7066   1.7837
 151627.  Zn148     0.7066  -1.3168   1.7837
 151652.  Zn148     1.3168  -1.7837   0.7066
 151657.  Zn148     0.7066  -1.7837   1.3168
 151679.  Zn148     1.7837  -1.3168   0.7066
 151705.  Zn149     0.5354  -1.0677   0.2615
 151721.  Zn149     0.2615  -1.0677   0.5354
 151730.  Zn149     1.0677  -0.2615   0.5354
 151746.  Zn149     0.2615  -0.5354   1.0677
 151752.  Zn149     1.0677  -0.5354   0.2615
 151771.  Zn149     0.5354  -0.2615   1.0677
 151829.  Zn151     1.4444  -1.3074   0.9245
 151833.  Zn151     1.3074  -0.9245   1.4444
 151834.  Zn151     0.9245  -1.4444   1.3074
 151856.  Zn151     1.3074  -1.4444   0.9245
 151858.  Zn151     0.9245  -1.3074   1.4444
 151863.  Zn151     1.4444  -0.9245   1.3074
 151905.  Zn152     0.7471  -1.2981   1.1767
 151911.  Zn152     1.1767  -1.2981   0.7471
 151918.  Zn152     1.2981  -1.1767   0.7471
 151934.  Zn152     1.1767  -0.7471   1.2981
 151948.  Zn152     1.2981  -0.7471   1.1767
 151961.  Zn152     0.7471  -1.1767   1.2981
 151996.  Zn153     1.3884  -1.1269   1.4506
 152003.  Zn153     1.4506  -1.1269   1.3884
 152012.  Zn153     1.1269  -1.4506   1.3884
 152037.  Zn153     1.4506  -1.3884   1.1269
 152043.  Zn153     1.1269  -1.3884   1.4506
 152062.  Zn153     1.3884  -1.4506   1.1269
 152090.  Zn154     1.0397  -0.6008   1.1207
 152104.  Zn154     1.1207  -0.6008   1.0397
 152115.  Zn154     0.6008  -1.1207   1.0397
 152128.  Zn154     1.1207  -1.0397   0.6008
 152135.  Zn154     0.6008  -1.0397   1.1207
 152157.  Zn154     1.0397  -1.1207   0.6008
 152212.  Zn156     0.9277  -1.2109   0.9588
 152216.  Zn156     1.2109  -0.9588   0.9277
 152220.  Zn156     0.9588  -0.9277   1.2109
 152241.  Zn156     1.2109  -0.9277   0.9588
 152243.  Zn156     0.9588  -1.2109   0.9277
 152245.  Zn156     0.9277  -0.9588   1.2109
 152287.  Zn157     1.4600  -1.3230   1.0024
 152294.  Zn157     1.0024  -1.3230   1.4600
 152303.  Zn157     1.3230  -1.0024   1.4600
 152319.  Zn157     1.0024  -1.4600   1.3230
 152334.  Zn157     1.3230  -1.4600   1.0024
 152344.  Zn157     1.4600  -1.0024   1.3230
 152381.  Zn158     1.1954  -1.1362   0.8747
 152386.  Zn158     0.8747  -1.1362   1.1954
 152397.  Zn158     1.1362  -0.8747   1.1954
